event_id,decision_time_utc,direction,label_true_sweep_liquidity,label_true_displacement,label_true_mss_bos_close,label_valid_breaker,label_fvg_fresh_unfilled,label_micro_confirm_present,label_core_setup_accept,objective_core_ex_breaker,entry_readiness,primary_reject_reason,reviewer_id,reviewer_type,outcome_seen
XAUUSD_1734015300_1,2024-12-12T14:55:00Z,long,no,no,no,ambiguous,yes,no,no,no,reject,SWEEP_FALSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1735051200_-1,2024-12-24T14:40:00Z,short,ambiguous,no,ambiguous,ambiguous,yes,no,no,no,reject,SWEEP_FALSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1735306200_-1,2024-12-27T13:30:00Z,short,no,yes,yes,ambiguous,yes,no,no,no,reject,SWEEP_FALSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1735566000_-1,2024-12-30T13:40:00Z,short,yes,yes,no,ambiguous,yes,no,no,no,reject,NO_MSS_CLOSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1735569600_-1,2024-12-30T14:40:00Z,short,yes,yes,yes,ambiguous,yes,no,ambiguous,yes,ambiguous,BREAKER_INVALID_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1735571400_-1,2024-12-30T15:10:00Z,short,yes,no,yes,ambiguous,yes,no,no,no,reject,DISPLACEMENT_WEAK,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1735650600_-1,2024-12-31T13:10:00Z,short,no,yes,yes,ambiguous,yes,no,no,no,reject,SWEEP_FALSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1736242500_1,2025-01-07T09:35:00Z,long,no,yes,no,ambiguous,yes,no,no,no,reject,SWEEP_FALSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1736422500_1,2025-01-09T11:35:00Z,long,ambiguous,no,ambiguous,ambiguous,yes,no,no,no,reject,SWEEP_FALSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1736423700_1,2025-01-09T11:55:00Z,long,ambiguous,no,ambiguous,ambiguous,yes,no,no,no,reject,SWEEP_FALSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1736497800_1,2025-01-10T08:30:00Z,long,yes,no,yes,ambiguous,yes,no,no,no,reject,DISPLACEMENT_WEAK,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1736755800_1,2025-01-13T08:10:00Z,long,no,yes,no,ambiguous,yes,no,no,no,reject,SWEEP_FALSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1736937600_1,2025-01-15T10:40:00Z,long,yes,yes,yes,ambiguous,yes,no,ambiguous,yes,ambiguous,BREAKER_INVALID_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1737459300_1,2025-01-21T11:35:00Z,long,no,no,no,ambiguous,yes,no,no,no,reject,SWEEP_FALSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1737540600_1,2025-01-22T10:10:00Z,long,yes,no,yes,ambiguous,yes,no,no,no,reject,DISPLACEMENT_WEAK,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1737632100_1,2025-01-23T11:35:00Z,long,no,yes,yes,ambiguous,yes,no,no,no,reject,SWEEP_FALSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1737726600_1,2025-01-24T13:50:00Z,long,ambiguous,yes,ambiguous,ambiguous,yes,no,ambiguous,no,ambiguous,SWEEP_FALSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1738249200_1,2025-01-30T15:00:00Z,long,yes,no,yes,ambiguous,yes,no,no,no,reject,DISPLACEMENT_WEAK,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1738760400_1,2025-02-05T13:00:00Z,long,yes,no,no,ambiguous,yes,no,no,no,reject,DISPLACEMENT_WEAK,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1738767300_1,2025-02-05T14:55:00Z,long,no,no,yes,ambiguous,yes,no,no,no,reject,SWEEP_FALSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1738843800_1,2025-02-06T12:10:00Z,long,no,no,yes,ambiguous,yes,no,no,no,reject,SWEEP_FALSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1738851900_1,2025-02-06T14:25:00Z,long,no,no,no,ambiguous,yes,no,no,no,reject,SWEEP_FALSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1738855200_1,2025-02-06T15:20:00Z,long,no,no,no,ambiguous,yes,no,no,no,reject,SWEEP_FALSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1739542800_1,2025-02-14T14:20:00Z,long,no,no,no,ambiguous,yes,no,no,no,reject,SWEEP_FALSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1739970600_1,2025-02-19T13:10:00Z,long,no,yes,no,ambiguous,yes,no,no,no,reject,SWEEP_FALSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1740149700_1,2025-02-21T14:55:00Z,long,no,yes,yes,ambiguous,yes,no,no,no,reject,SWEEP_FALSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1740990600_-1,2025-03-03T08:30:00Z,short,no,no,no,ambiguous,yes,no,no,no,reject,SWEEP_FALSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1741354800_1,2025-03-07T13:40:00Z,long,no,yes,no,ambiguous,yes,no,no,no,reject,SWEEP_FALSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1741786800_1,2025-03-12T13:40:00Z,long,yes,no,yes,ambiguous,yes,no,no,no,reject,DISPLACEMENT_WEAK,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1741965300_1,2025-03-14T15:15:00Z,long,no,no,no,ambiguous,yes,no,no,no,reject,SWEEP_FALSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1742218500_1,2025-03-17T13:35:00Z,long,no,no,no,ambiguous,yes,no,no,no,reject,SWEEP_FALSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1742309700_1,2025-03-18T14:55:00Z,long,no,yes,no,ambiguous,yes,no,no,no,reject,SWEEP_FALSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1742383500_1,2025-03-19T11:25:00Z,long,no,yes,yes,ambiguous,yes,no,no,no,reject,SWEEP_FALSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1742471700_1,2025-03-20T11:55:00Z,long,no,no,no,ambiguous,yes,no,no,no,reject,SWEEP_FALSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1742481600_1,2025-03-20T14:40:00Z,long,no,no,no,ambiguous,yes,no,no,no,reject,SWEEP_FALSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1742988300_1,2025-03-26T11:25:00Z,long,yes,no,yes,ambiguous,yes,no,no,no,reject,DISPLACEMENT_WEAK,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1743425100_1,2025-03-31T12:45:00Z,long,yes,no,no,ambiguous,yes,no,no,no,reject,DISPLACEMENT_WEAK,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1743433200_1,2025-03-31T15:00:00Z,long,no,no,no,ambiguous,yes,no,no,no,reject,SWEEP_FALSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1743600900_1,2025-04-02T13:35:00Z,long,yes,no,yes,ambiguous,yes,no,no,no,reject,DISPLACEMENT_WEAK,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1744297800_1,2025-04-10T15:10:00Z,long,yes,yes,yes,ambiguous,yes,no,ambiguous,yes,ambiguous,BREAKER_INVALID_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1744707900_1,2025-04-15T09:05:00Z,long,no,yes,no,ambiguous,yes,no,no,no,reject,SWEEP_FALSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1744797300_1,2025-04-16T09:55:00Z,long,yes,no,no,ambiguous,yes,no,no,no,reject,DISPLACEMENT_WEAK,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1744901100_1,2025-04-17T14:45:00Z,long,yes,no,no,ambiguous,yes,no,no,no,reject,DISPLACEMENT_WEAK,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1745234400_1,2025-04-21T11:20:00Z,long,yes,no,yes,ambiguous,yes,no,no,no,reject,DISPLACEMENT_WEAK,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1746538800_1,2025-05-06T13:40:00Z,long,yes,yes,yes,ambiguous,yes,no,ambiguous,yes,ambiguous,BREAKER_INVALID_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1746623700_1,2025-05-07T13:15:00Z,long,yes,no,yes,ambiguous,yes,no,no,no,reject,DISPLACEMENT_WEAK,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1747902600_1,2025-05-22T08:30:00Z,long,no,no,no,ambiguous,yes,no,no,no,reject,SWEEP_FALSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1747923000_1,2025-05-22T14:10:00Z,long,yes,yes,no,ambiguous,yes,no,no,no,reject,NO_MSS_CLOSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1748004600_1,2025-05-23T12:50:00Z,long,yes,yes,yes,ambiguous,yes,no,ambiguous,yes,ambiguous,BREAKER_INVALID_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1748337000_1,2025-05-27T09:10:00Z,long,no,yes,no,ambiguous,yes,no,no,no,reject,SWEEP_FALSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1748958300_1,2025-06-03T13:45:00Z,long,yes,yes,yes,ambiguous,yes,no,ambiguous,yes,ambiguous,BREAKER_INVALID_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1749049800_1,2025-06-04T15:10:00Z,long,no,no,yes,ambiguous,yes,no,no,no,reject,SWEEP_FALSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1749213600_1,2025-06-06T12:40:00Z,long,yes,no,no,no,yes,no,no,no,reject,DISPLACEMENT_WEAK,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1750082400_1,2025-06-16T14:00:00Z,long,yes,no,yes,ambiguous,yes,no,no,no,reject,DISPLACEMENT_WEAK,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1750859400_-1,2025-06-25T13:50:00Z,short,yes,no,yes,ambiguous,yes,no,no,no,reject,DISPLACEMENT_WEAK,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1750950300_-1,2025-06-26T15:05:00Z,short,ambiguous,no,ambiguous,ambiguous,yes,no,no,no,reject,SWEEP_FALSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1751280000_-1,2025-06-30T10:40:00Z,short,yes,no,yes,ambiguous,yes,no,no,no,reject,DISPLACEMENT_WEAK,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1751292000_-1,2025-06-30T14:00:00Z,short,no,no,no,ambiguous,yes,no,no,no,reject,SWEEP_FALSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1751293200_-1,2025-06-30T14:20:00Z,short,no,no,no,ambiguous,yes,no,no,no,reject,SWEEP_FALSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1751630100_1,2025-07-04T11:55:00Z,long,yes,no,yes,ambiguous,yes,no,no,no,reject,DISPLACEMENT_WEAK,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1752491100_1,2025-07-14T11:05:00Z,long,yes,yes,yes,ambiguous,yes,no,ambiguous,yes,ambiguous,BREAKER_INVALID_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1752572400_1,2025-07-15T09:40:00Z,long,yes,yes,yes,ambiguous,yes,no,ambiguous,yes,ambiguous,BREAKER_INVALID_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1752738900_1,2025-07-17T07:55:00Z,long,no,no,no,ambiguous,yes,no,no,no,reject,SWEEP_FALSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1752844200_1,2025-07-18T13:10:00Z,long,no,yes,yes,ambiguous,yes,no,no,no,reject,SWEEP_FALSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1753102200_1,2025-07-21T12:50:00Z,long,no,no,yes,ambiguous,yes,no,no,no,reject,SWEEP_FALSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1753776300_-1,2025-07-29T08:05:00Z,short,no,yes,no,ambiguous,yes,no,no,no,reject,SWEEP_FALSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1754479200_1,2025-08-06T11:20:00Z,long,no,no,no,ambiguous,yes,no,no,no,reject,SWEEP_FALSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1754492400_1,2025-08-06T15:00:00Z,long,yes,yes,yes,ambiguous,yes,no,ambiguous,yes,ambiguous,BREAKER_INVALID_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1754569200_1,2025-08-07T12:20:00Z,long,no,yes,yes,ambiguous,yes,no,no,no,reject,SWEEP_FALSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1754656800_1,2025-08-08T12:40:00Z,long,no,yes,no,ambiguous,yes,no,no,no,reject,SWEEP_FALSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1756118400_1,2025-08-25T10:40:00Z,long,no,no,no,ambiguous,yes,no,no,no,reject,SWEEP_FALSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1756474800_1,2025-08-29T13:40:00Z,long,no,yes,yes,ambiguous,yes,no,no,no,reject,SWEEP_FALSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1756811700_1,2025-09-02T11:15:00Z,long,no,yes,yes,ambiguous,yes,no,no,no,reject,SWEEP_FALSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1756821600_1,2025-09-02T14:00:00Z,long,no,no,no,ambiguous,yes,no,no,no,reject,SWEEP_FALSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1756888800_1,2025-09-03T08:40:00Z,long,no,no,no,ambiguous,yes,no,no,no,reject,SWEEP_FALSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1756890600_1,2025-09-03T09:10:00Z,long,no,no,yes,ambiguous,yes,no,no,no,reject,SWEEP_FALSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1756900500_1,2025-09-03T11:55:00Z,long,yes,yes,yes,ambiguous,yes,no,ambiguous,yes,ambiguous,BREAKER_INVALID_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1757336400_1,2025-09-08T13:00:00Z,long,yes,no,yes,ambiguous,yes,no,no,no,reject,DISPLACEMENT_WEAK,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1757343000_1,2025-09-08T14:50:00Z,long,yes,yes,yes,ambiguous,yes,no,ambiguous,yes,ambiguous,BREAKER_INVALID_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1757574900_1,2025-09-11T07:15:00Z,long,yes,yes,no,ambiguous,yes,no,no,no,reject,NO_MSS_CLOSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1757672700_1,2025-09-12T10:25:00Z,long,no,no,no,ambiguous,yes,no,no,no,reject,SWEEP_FALSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1757925600_1,2025-09-15T08:40:00Z,long,yes,no,no,ambiguous,yes,no,no,no,reject,DISPLACEMENT_WEAK,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1757930700_1,2025-09-15T10:05:00Z,long,yes,yes,yes,ambiguous,yes,no,ambiguous,yes,ambiguous,BREAKER_INVALID_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1758014400_1,2025-09-16T09:20:00Z,long,no,yes,yes,ambiguous,yes,no,no,no,reject,SWEEP_FALSE_OR_AMBIGUOUS,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
XAUUSD_1758033000_1,2025-09-16T14:30:00Z,long,yes,no,yes,ambiguous,yes,no,no,no,reject,DISPLACEMENT_WEAK,CODEX_OBJECTIVE_PRECHECK_V1,AI_EXPLORATORY,False
